Experiments,Time,OD,s1,s2,s3,s4,s5
Exp_4,78.0,0.15859163264628062,0.0,0.0,0.0803941084567482,0.0,0.07819752418953244
Exp_4,84.0,0.16018808615385738,0.0,0.0,0.08060130325381461,0.0,0.07958678290004276
Exp_4,90.0,0.16290438168676724,0.0,0.0,0.07869873048994595,0.0,0.0842056511968213
Exp_4,96.0,0.1575486050443738,0.0,0.0,0.07554240168019644,0.0,0.08200620336417737
Exp_5,0.0,0.05,0.0,0.0,0.025,0.025,0.0
Exp_5,6.0,0.06356212436727411,0.0,0.0,0.032150755846289146,0.031411368520984966,0.0
Exp_5,12.0,0.07690420693377056,0.0,0.0,0.03779317394955195,0.039111032984218606,0.0
Exp_5,18.0,0.09281518207600808,0.0,0.0,0.04630747772318718,0.0465077043528209,0.0
Exp_5,24.0,0.11056116514403283,0.0,0.0,0.05421493961384469,0.056346225530188136,0.0
Exp_5,30.0,0.12265853879879327,0.0,0.0,0.06054020447272726,0.06211833432606601,0.0
Exp_5,36.0,0.13814110294824727,0.0,0.0,0.06615827878493845,0.07198282416330884,0.0
Exp_5,42.0,0.14989798459107093,0.0,0.0,0.07045305490986617,0.07944492968120476,0.0
Exp_5,48.0,0.16189932803257145,0.0,0.0,0.07463751083142021,0.08726181720115123,0.0
Exp_5,54.0,0.16856077814596138,0.0,0.0,0.07537734752981826,0.0931834306161431,0.0
Exp_5,60.0,0.1751802032071251,0.0,0.0,0.0772615333375117,0.0979186698696134,0.0
Exp_5,66.0,0.18199260568130293,0.0,0.0,0.07742183416475716,0.10457077151654577,0.0
Exp_5,72.0,0.18590885907129273,0.0,0.0,0.07679230849408152,0.10911655057721123,0.0
Exp_5,78.0,0.1907935822610102,0.0,0.0,0.07684935122621961,0.1139442310347906,0.0
